product_id,product_name,category,subcategory,discounted_price,actual_price,rating,rating_count,sentiment_score,sentiment_category
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,"Home Theater, TV & Video",2.4875,4.9875,4.2,1335,0.22796474358974358,Positive
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,"Home Theater, TV & Video",4.3625,8.7375,3.9,214,0.2309259259259259,Positive
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,"Home Theater, TV & Video",23.125,56.25,4.0,184,0.05994444444444444,Positive
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,"Home Theater, TV & Video",174.875,361.25,4.5,7,0.21564814814814814,Positive
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers & Accessories,Accessories & Peripherals,1.6125,5.6125,3.7,41,0.2833333333333333,Positive
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,"Home Theater, TV & Video",4.7375,12.4875,4.2,12153,0.206422305764411,Positive
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,"Home Theater, TV & Video",2.3125,6.2375,4.2,25,1.0,Positive
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers & Accessories,Networking Devices,2.725,12.4875,4.2,163,0.3766666666666667,Positive
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers & Accessories,Accessories & Peripherals,2.4875,12.4875,4.3,87,0.33243055555555556,Positive
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,"Home Theater, TV & Video",6.2375,11.25,4.4,2165,0.12527472527472527,Positive
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,"Home Theater, TV & Video",337.4875,537.4875,4.2,1510,0.31999999999999995,Positive
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,"Home Theater, TV & Video",11.1625,13.15,4.3,106,0.4076666666666666,Positive
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,"Home Theater, TV & Video",137.375,249.875,3.7,129,0.14183673469387756,Positive
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers & Accessories,Accessories & Peripherals,4.7375,13.7375,4.3,3049,0.2218426501035197,Positive
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,"Home Theater, TV & Video",212.4875,324.9875,4.2,32840,0.4046153846153846,Positive
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,"Home Theater, TV & Video",8.7375,23.7375,4.4,390,0.08333333333333331,Positive
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,"Home Theater, TV & Video",33.7375,43.75,3.5,621,0.28152777777777777,Positive
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers & Accessories,Accessories & Peripherals,1.6125,7.4875,4.1,265,0.3441666666666667,Positive
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers & Accessories,Accessories & Peripherals,4.8625,12.4875,4.3,838,0.24283882783882788,Positive
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,"Home Theater, TV & Video",3.075,7.5,4.2,143,0.41698122710622726,Positive
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers & Accessories,Accessories & Peripherals,3.7375,9.9875,4.0,151,0.28111111111111114,Positive
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,"Home Theater, TV & Video",3.0875,4.9875,3.9,200,0.1626984126984127,Positive
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,"Home Theater, TV & Video",17.1125,37.4875,3.3,227,0.22037037037037038,Positive
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,"Home Theater, TV & Video",2.4875,6.2375,3.8,538,0.2736111111111111,Positive
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,"Home Theater, TV & Video",3.7375,7.4875,4.0,171,0.30985507246376814,Positive
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,"Home Theater, TV & Video",187.4875,187.4875,4.3,27508,0.1523516824085006,Positive
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers & Accessories,Accessories & Peripherals,3.7375,8.7375,3.9,1454,0.1486158072696534,Positive
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,"Home Theater, TV & Video",312.375,649.875,4.2,2951,0.35,Positive
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,"Home Theater, TV & Video",774.9875,874.9875,4.1,6753,0.17936355311355315,Positive
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,"Home Theater, TV & Video",306.2375,625.0,3.9,3518,0.22906504065040648,Positive
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,"Home Theater, TV & Video",131.2375,243.7375,4.2,1510,0.31999999999999995,Positive
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers & Accessories,Accessories & Peripherals,4.3625,12.4875,4.3,838,0.24283882783882788,Positive
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,"Home Theater, TV & Video",2.4625,6.2375,3.8,136,0.10961538461538459,Positive
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,"Home Theater, TV & Video",16.2375,31.2375,4.3,301,0.475,Positive
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers & Accessories,Accessories & Peripherals,18.9875,23.7375,4.4,19763,0.4428571428571429,Positive
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,"Home Theater, TV & Video",587.4875,874.9875,4.3,21252,0.2433333333333334,Positive
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers & Accessories,Accessories & Peripherals,3.7375,9.9875,4.3,1902,0.6222222222222222,Positive
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,Wearable Technology,22.4875,249.9875,4.2,13937,0.18088259441707719,Positive
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,Mobiles & Accessories,25.6125,27.4875,4.3,178912,0.23827380952380953,Positive
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Mobiles & Accessories,81.2375,112.4875,4.0,7807,0.3718518518518519,Positive
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,Mobiles & Accessories,362.4875,362.4875,4.3,17415,0.14881382382498448,Positive
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,Mobiles & Accessories,362.4875,362.4875,4.3,17415,0.14881382382498448,Positive
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Mobiles & Accessories,81.2375,112.4875,4.0,7807,0.3718518518518519,Positive
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,Mobiles & Accessories,81.2375,112.4875,4.0,7807,0.3718518518518519,Positive
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics,Wearable Technology,23.725,62.4875,4.1,10689,0.3249178981937604,Positive
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,Mobiles & Accessories,16.2375,19.9875,4.0,128311,0.3470748299319728,Positive
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,"Headphones, Earbuds & Accessories",7.4875,12.4875,4.1,192590,0.2108730158730159,Positive
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,Mobiles & Accessories,118.7375,149.9875,4.2,284,0.18066916823014384,Positive
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Electronics,"Headphones, Earbuds & Accessories",7.4875,31.2375,3.9,58162,0.2582960035133948,Positive
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,Mobiles & Accessories,112.4875,149.9875,4.0,12796,0.19666666666666663,Positive
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,"Headphones, Earbuds & Accessories",4.3625,12.4875,4.1,363713,0.22971014492753628,Positive
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,Accessories,11.9875,22.5,4.4,67259,0.328125,Positive
B0BMGB2TPR,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,Mobiles & Accessories,118.7375,149.9875,4.2,284,0.18066916823014384,Positive
B08MC57J31,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Electronics,Mobiles & Accessories,18.7375,31.2375,4.3,15970,0.3717333333333333,Positive
B08HVL8QN3,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics,Mobiles & Accessories,14.3625,27.4875,4.3,178912,0.23827380952380953,Positive
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,Mobiles & Accessories,4.3625,12.4875,3.9,46399,0.19557291666666668,Positive
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,Mobiles & Accessories,15.2375,21.2375,4.4,8891,0.109069715007215,Positive
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics,Wearable Technology,19.9875,49.9875,4.0,30254,0.2528571428571429,Positive
B09TWHTBKQ,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,Mobiles & Accessories,231.2375,324.9875,4.1,22318,0.19650411427197137,Positive
B08L5HMJVW,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,Accessories,4.6125,8.75,4.4,67259,0.328125,Positive
B0B4F2XCK3,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,Mobiles & Accessories,162.4875,224.9875,4.1,18998,0.21396949404761903,Positive
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,Wearable Technology,22.4875,249.9875,4.2,13937,0.18088259441707719,Positive
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,Mobiles & Accessories,212.4875,312.4875,4.1,22318,0.19650411427197137,Positive
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,Mobiles & Accessories,206.2375,262.4875,4.0,21350,0.12954545454545452,Positive
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,Wearable Technology,22.4875,249.9875,4.2,13937,0.18088259441707719,Positive
B07JW9H4J1,"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers & Accessories,Accessories & Peripherals,4.9875,13.7375,4.2,24270,0.48194444444444445,Positive
B09GFPVD9Y,"Redmi 9 Activ (Carbon Black, 4GB RAM, 64GB Storage) | Octa-core Helio G35 | 5000 mAh Battery",Electronics,Mobiles & Accessories,106.2375,137.4875,4.1,313836,0.21032967032967032,Positive
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,Mobiles & Accessories,81.2375,106.2375,4.1,313836,0.21032967032967032,Positive
B0BF4YBLPX,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,Wearable Technology,22.4875,249.9875,4.2,13937,0.18088259441707719,Positive
B09XB7DPW1,"Redmi 10A (Sea Blue, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,Mobiles & Accessories,112.4875,149.9875,4.0,12796,0.19666666666666663,Positive
B07PFJ5W31,AGARO Blaze USB 3.0 to USB Type C OTG Adapter,Electronics,Mobiles & Accessories,1.7375,6.1875,4.3,14185,0.35083333333333333,Positive
B09ZQK9X8G,"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics,Wearable Technology,37.475,74.9875,4.1,5179,0.20476190476190476,Positive
B07WJV6P1R,"iQOO Z6 Lite 5G by vivo (Stellar Green, 6GB RAM, 128GB Storage) | World's First Snapdragon 4 Gen 1 | 120Hz Refresh Rate | 5000mAh Battery | Travel Adapter to be Purchased Separately",Electronics,Mobiles & Accessories,193.7375,237.4875,4.1,19252,0.3184288537549408,Positive
B0BF54LXW6,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,Wearable Technology,22.4875,249.9875,4.2,13937,0.18088259441707719,Positive
B09XB7SRQ5,"Redmi 10A (Slate Grey, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,Mobiles & Accessories,112.4875,149.9875,4.0,12796,0.19666666666666663,Positive
B09FFK1PQG,"Duracell 38W Fast Car Charger Adapter with Dual Output. Quick Charge, Type C PD 20W & Qualcomm Certified 3.0 Compatible for iPhone, All Smartphones, Tablets & More (Copper & Black)",Electronics,Mobiles & Accessories,10.9125,21.2375,4.4,1680,0.38333333333333336,Positive
B09RMQYHLH,"realme narzo 50 (Speed Blue, 4GB RAM+64GB Storage) Helio G96 Processor | 50MP AI Triple Camera | 120Hz Ultra Smooth Display",Electronics,Mobiles & Accessories,162.4875,199.9875,4.2,13246,0.15287474747474744,Positive
B08ZN4B121,"WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,Mobiles & Accessories,6.7375,19.9875,3.8,14648,0.15773809523809523,Positive
B0B3RSDSZ3,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,Wearable Technology,24.9875,124.9875,4.3,27696,0.32101587301587303,Positive
B08VB34KJ1,"OPPO A74 5G (Fantastic Purple,6GB RAM,128GB Storage) with No Cost EMI/Additional Exchange Offers",Electronics,Mobiles & Accessories,193.625,262.375,4.2,32916,0.385,Positive
B09T39K9YL,"Redmi Note 11 Pro + 5G (Stealth Black, 6GB RAM, 128GB Storage) | 67W Turbo Charge | 120Hz Super AMOLED Display | Additional Exchange Offers | Charger Included",Electronics,Mobiles & Accessories,249.9875,312.4875,3.9,25824,0.22781084656084655,Positive
B08VF8V79P,"Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones, Black",Electronics,Mobiles & Accessories,13.4375,21.2375,4.4,7462,0.2640731292517007,Positive
B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic (Black),Electronics,"Headphones, Earbuds & Accessories",4.9875,8.7375,4.0,37817,0.2958333333333334,Positive
B09PNKXSKF,"Noise ColorFit Pulse Grand Smart Watch with 1.69"" HD Display, 60 Sports Modes, 150 Watch Faces, Spo2 Monitoring, Call Notification, Quick Replies to Text & Calls (Rose Pink)",Electronics,Wearable Technology,24.9875,49.875,4.0,30254,0.2528571428571429,Positive
B0B5DDJNH4,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes, HR, SpO2, IP68(Mauve)",Electronics,Wearable Technology,24.9875,99.875,3.8,17831,0.3158374384236452,Positive
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals,4.1125,8.7375,4.2,94364,0.2403703703703703,Positive
B07WDKLDRX,"iQOO Neo 6 5G (Dark Nova, 8GB RAM, 128GB Storage) | Snapdragon® 870 5G | 80W FlashCharge",Electronics,Mobiles & Accessories,362.4875,437.4875,4.4,20311,0.0923905529953917,Positive
B09MQSCJQ1,"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",Electronics,Wearable Technology,28.7375,99.875,4.2,69622,0.1391614145658263,Positive
B094YFFSMY,"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics,Mobiles & Accessories,4.9875,24.9875,4.0,3382,0.1547008547008547,Positive
B09MT84WV5,"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",Electronics,Accessories,14.3625,49.9875,4.3,140036,0.13518518518518519,Positive
B08VS3YLRK,"Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White",Electronics,Mobiles & Accessories,6.6125,18.7375,4.1,8599,0.4304166666666666,Positive
B0B4F3QNDM,"Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,Mobiles & Accessories,174.9875,243.7375,4.1,18998,0.21396949404761903,Positive
B07GQD4K6L,boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),Electronics,"Headphones, Earbuds & Accessories",4.7375,12.4875,4.1,363713,0.22971014492753628,Positive
B07WDKLRM4,"iQOO Z6 44W by vivo (Lumina Blue, 4GB RAM, 128GB Storage) | 6.44"" FHD+ AMOLED Display | 50% Charge in just 27 mins | in-Display Fingerprint Scanning",Electronics,Mobiles & Accessories,174.9875,249.9875,4.1,19252,0.3184288537549408,Positive
B0BP18W8TM,"Fire-Boltt Gladiator 1.96"" Biggest Display Smart Watch with Bluetooth Calling, Voice Assistant &123 Sports Modes, 8 Unique UI Interactions, SpO2, 24/7 Heart Rate Tracking",Electronics,Wearable Technology,49.9875,124.9875,4.4,73,0.274573732718894,Positive
B07GXHC691,"STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)",Electronics,Mobiles & Accessories,1.2375,6.2375,4.3,42641,0.3210545454545455,Positive
B08FN6WGDQ,"Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic, Upto 21 Hours Playtime, Mystic Black",Electronics,"Headphones, Earbuds & Accessories",59.875,199.875,4.0,4390,0.2701313291971187,Positive
B0B3D39RKV,"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",Electronics,Mobiles & Accessories,424.9875,424.9875,4.3,17415,0.14881382382498448,Positive
B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),Computers & Accessories,Accessories & Peripherals,1.2375,12.4875,4.0,1396,0.35777777777777775,Positive
B08D75R3Z1,"PTron Boom Ultima 4D Dual Driver, in-Ear Gaming Wired Headphones with in-line Mic, Volume Control & Passive Noise Cancelling Boom 3 Earphones - (Dark Blue)",Electronics,"Headphones, Earbuds & Accessories",3.7375,23.75,3.6,18202,0.22249281934996215,Positive
B0B4F2TTTS,"Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus",Electronics,Mobiles & Accessories,137.4875,187.4875,4.1,18998,0.21396949404761903,Positive
B09WRMNJ9G,"OnePlus 10R 5G (Forest Green, 8GB RAM, 128GB Storage, 80W SuperVOOC)",Electronics,Mobiles & Accessories,437.4875,487.4875,4.2,11029,0.2280798079807981,Positive
B0B14MR9L1,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,Mobiles & Accessories,212.4875,312.4875,4.1,22318,0.19650411427197137,Positive
B09ZPL5VYM,"Ambrane Mobile Holding Stand, 180° Perfect View, Height Adjustment, Wide Compatibility, Multipurpose, Anti-Skid Design (Twistand, Black)",Electronics,Mobiles & Accessories,2.4875,6.2375,4.1,1786,0.18499999999999997,Positive
B0993BB11X,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",Electronics,Mobiles & Accessories,12.4875,19.9875,4.0,7222,0.4591316526610645,Positive
B09V2PZDX8,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Blue",Electronics,Mobiles & Accessories,16.2375,19.9875,4.0,128311,0.3470748299319728,Positive
B085W8CFLH,"PTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)",Electronics,"Headphones, Earbuds & Accessories",7.4875,22.5,3.5,83996,0.0984002976190476,Positive
B09MT6XSFW,"Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC64KA), Blue",Electronics,Accessories,7.4875,23.7375,4.3,140036,0.13518518518518519,Positive
